file_path,labels_numeric,labels_text
artifacts/data_preprocessing/processed_audio_data\mixed_233.wav,"['8', '27']","['Helicopter', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_234.wav,"['15', '8']","['Gunshot', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_235.wav,"['14', '3', '16']","['Firework', 'Thunderstorm', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_236.wav,"['22', '4']","['Frog', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_237.wav,"['19', '11', '27']","['Footsteps', 'Chainsaw', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_238.wav,"['12', '20']","['Generator', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_239.wav,"['3', '23']","['Thunderstorm', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_240.wav,"['4', '9']","['WaterDrops', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_241.wav,"['11', '27', '5']","['Chainsaw', 'Squirrel', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_242.wav,"['26', '6']","['WolfHowl', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_243.wav,"['17', '8', '25']","['Whistling', 'Helicopter', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_244.wav,"['11', '10']","['Chainsaw', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_245.wav,"['1', '19']","['Fire', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_246.wav,"['20', '11']","['Clapping', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_247.wav,"['26', '1']","['WolfHowl', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_248.wav,"['10', '19']","['Axe', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_249.wav,"['3', '10', '15']","['Thunderstorm', 'Axe', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_250.wav,"['11', '10']","['Chainsaw', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_251.wav,"['2', '15']","['Rain', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_252.wav,"['13', '1', '25']","['Handsaw', 'Fire', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_253.wav,"['15', '3', '10']","['Gunshot', 'Thunderstorm', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_254.wav,"['16', '24', '3']","['WoodChop', 'WingFlapping', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_255.wav,"['7', '16']","['TreeFalling', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_256.wav,"['21', '8', '16']","['Insect', 'Helicopter', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_257.wav,"['15', '16']","['Gunshot', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_258.wav,"['27', '3', '26']","['Squirrel', 'Thunderstorm', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_259.wav,"['27', '5']","['Squirrel', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_260.wav,"['1', '27', '6']","['Fire', 'Squirrel', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_261.wav,"['15', '12']","['Gunshot', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_262.wav,"['8', '24', '6']","['Helicopter', 'WingFlapping', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_263.wav,"['10', '7']","['Axe', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_264.wav,"['25', '4']","['Lion', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_265.wav,"['20', '21', '16']","['Clapping', 'Insect', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_266.wav,"['7', '8']","['TreeFalling', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_267.wav,"['10', '26', '13']","['Axe', 'WolfHowl', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_268.wav,"['5', '12', '21']","['Wind', 'Generator', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_269.wav,"['1', '14', '2']","['Fire', 'Firework', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_270.wav,"['3', '15']","['Thunderstorm', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_271.wav,"['25', '14']","['Lion', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_272.wav,"['23', '26']","['BirdChapping', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_273.wav,"['10', '1', '16']","['Axe', 'Fire', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_274.wav,"['10', '3', '17']","['Axe', 'Thunderstorm', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_275.wav,"['24', '9']","['WingFlapping', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_276.wav,"['19', '9']","['Footsteps', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_277.wav,"['19', '12', '7']","['Footsteps', 'Generator', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_278.wav,"['25', '6', '20']","['Lion', 'Silence', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_279.wav,"['24', '16']","['WingFlapping', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_280.wav,"['3', '27']","['Thunderstorm', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_281.wav,"['27', '13', '24']","['Squirrel', 'Handsaw', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_282.wav,"['7', '2', '23']","['TreeFalling', 'Rain', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_283.wav,"['6', '15', '5']","['Silence', 'Gunshot', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_284.wav,"['20', '12', '1']","['Clapping', 'Generator', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_285.wav,"['21', '4']","['Insect', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_286.wav,"['14', '2', '16']","['Firework', 'Rain', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_287.wav,"['9', '18']","['VehicleEngine', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_288.wav,"['18', '3', '4']","['Speaking', 'Thunderstorm', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_289.wav,"['21', '2', '16']","['Insect', 'Rain', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_290.wav,"['24', '5', '1']","['WingFlapping', 'Wind', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_291.wav,"['19', '16', '3']","['Footsteps', 'WoodChop', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_292.wav,"['17', '26', '15']","['Whistling', 'WolfHowl', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_293.wav,"['5', '2']","['Wind', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_294.wav,"['15', '8']","['Gunshot', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_295.wav,"['23', '24', '1']","['BirdChapping', 'WingFlapping', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_296.wav,"['13', '15', '17']","['Handsaw', 'Gunshot', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_297.wav,"['7', '12']","['TreeFalling', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_298.wav,"['15', '8', '4']","['Gunshot', 'Helicopter', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_299.wav,"['20', '17']","['Clapping', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_300.wav,"['18', '5', '25']","['Speaking', 'Wind', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_301.wav,"['23', '27', '3']","['BirdChapping', 'Squirrel', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_302.wav,"['2', '6']","['Rain', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_303.wav,"['13', '12', '4']","['Handsaw', 'Generator', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_304.wav,"['16', '11']","['WoodChop', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_305.wav,"['13', '9']","['Handsaw', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_306.wav,"['26', '17']","['WolfHowl', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_307.wav,"['3', '21', '12']","['Thunderstorm', 'Insect', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_308.wav,"['6', '19', '3']","['Silence', 'Footsteps', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_309.wav,"['15', '21', '17']","['Gunshot', 'Insect', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_310.wav,"['17', '2', '12']","['Whistling', 'Rain', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_311.wav,"['12', '1', '10']","['Generator', 'Fire', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_312.wav,"['13', '25', '14']","['Handsaw', 'Lion', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_313.wav,"['4', '1', '13']","['WaterDrops', 'Fire', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_314.wav,"['6', '9', '21']","['Silence', 'VehicleEngine', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_315.wav,"['17', '16', '25']","['Whistling', 'WoodChop', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_316.wav,"['3', '21']","['Thunderstorm', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_317.wav,"['9', '23']","['VehicleEngine', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_318.wav,"['10', '13', '8']","['Axe', 'Handsaw', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_319.wav,"['17', '3', '9']","['Whistling', 'Thunderstorm', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_320.wav,"['16', '15', '14']","['WoodChop', 'Gunshot', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_321.wav,"['16', '14']","['WoodChop', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_322.wav,"['2', '21']","['Rain', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_323.wav,"['9', '16']","['VehicleEngine', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_324.wav,"['15', '25', '26']","['Gunshot', 'Lion', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_325.wav,"['6', '3', '8']","['Silence', 'Thunderstorm', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_326.wav,"['7', '21']","['TreeFalling', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_327.wav,"['2', '12']","['Rain', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_328.wav,"['21', '23', '27']","['Insect', 'BirdChapping', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_329.wav,"['17', '18', '16']","['Whistling', 'Speaking', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_330.wav,"['11', '2', '26']","['Chainsaw', 'Rain', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_331.wav,"['14', '6', '10']","['Firework', 'Silence', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_332.wav,"['24', '25']","['WingFlapping', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_333.wav,"['3', '17']","['Thunderstorm', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_334.wav,"['21', '2']","['Insect', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_335.wav,"['10', '25']","['Axe', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_336.wav,"['16', '23']","['WoodChop', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_337.wav,"['4', '3']","['WaterDrops', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_338.wav,"['15', '14']","['Gunshot', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_339.wav,"['17', '9']","['Whistling', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_340.wav,"['13', '18']","['Handsaw', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_341.wav,"['24', '17']","['WingFlapping', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_342.wav,"['14', '8', '22']","['Firework', 'Helicopter', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_343.wav,"['13', '12', '23']","['Handsaw', 'Generator', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_344.wav,"['7', '2']","['TreeFalling', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_345.wav,"['27', '7', '16']","['Squirrel', 'TreeFalling', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_346.wav,"['23', '3', '8']","['BirdChapping', 'Thunderstorm', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_347.wav,"['17', '13']","['Whistling', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_348.wav,"['8', '22']","['Helicopter', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_349.wav,"['17', '24', '7']","['Whistling', 'WingFlapping', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_350.wav,"['11', '24', '17']","['Chainsaw', 'WingFlapping', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_351.wav,"['21', '18', '20']","['Insect', 'Speaking', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_352.wav,"['20', '27', '1']","['Clapping', 'Squirrel', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_353.wav,"['18', '7', '26']","['Speaking', 'TreeFalling', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_354.wav,"['13', '19', '24']","['Handsaw', 'Footsteps', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_355.wav,"['8', '9']","['Helicopter', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_356.wav,"['17', '22', '7']","['Whistling', 'Frog', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_357.wav,"['11', '7', '25']","['Chainsaw', 'TreeFalling', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_358.wav,"['1', '17']","['Fire', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_359.wav,"['15', '25']","['Gunshot', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_360.wav,"['10', '26']","['Axe', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_361.wav,"['27', '15', '19']","['Squirrel', 'Gunshot', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_362.wav,"['20', '21']","['Clapping', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_363.wav,"['23', '14', '10']","['BirdChapping', 'Firework', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_364.wav,"['11', '19', '7']","['Chainsaw', 'Footsteps', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_365.wav,"['11', '18', '4']","['Chainsaw', 'Speaking', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_366.wav,"['19', '13']","['Footsteps', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_367.wav,"['20', '24', '4']","['Clapping', 'WingFlapping', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_368.wav,"['24', '4', '16']","['WingFlapping', 'WaterDrops', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_369.wav,"['25', '23', '2']","['Lion', 'BirdChapping', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_370.wav,"['24', '11']","['WingFlapping', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_371.wav,"['9', '22']","['VehicleEngine', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_372.wav,"['18', '9']","['Speaking', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_373.wav,"['12', '18']","['Generator', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_374.wav,"['17', '12', '16']","['Whistling', 'Generator', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_375.wav,"['8', '19', '14']","['Helicopter', 'Footsteps', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_376.wav,"['3', '27']","['Thunderstorm', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_377.wav,"['15', '23', '6']","['Gunshot', 'BirdChapping', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_378.wav,"['22', '18', '14']","['Frog', 'Speaking', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_379.wav,"['17', '4']","['Whistling', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_380.wav,"['25', '3', '15']","['Lion', 'Thunderstorm', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_381.wav,"['18', '27']","['Speaking', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_382.wav,"['12', '17']","['Generator', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_383.wav,"['15', '23', '8']","['Gunshot', 'BirdChapping', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_384.wav,"['15', '12', '1']","['Gunshot', 'Generator', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_385.wav,"['10', '7']","['Axe', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_386.wav,"['18', '3']","['Speaking', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_387.wav,"['20', '26']","['Clapping', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_388.wav,"['27', '17', '6']","['Squirrel', 'Whistling', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_389.wav,"['27', '25']","['Squirrel', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_390.wav,"['24', '20']","['WingFlapping', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_391.wav,"['23', '19', '4']","['BirdChapping', 'Footsteps', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_392.wav,"['23', '25', '18']","['BirdChapping', 'Lion', 'Speaking']"
